wages,education,age,sex,language,logwages
8.5,13,50,Female,English,2.140066163
19.2,17,56,Male,Other,2.954910279
24.48,17.1,37,Male,English,3.197856458
7.94,13,24,Male,English,2.071913275
10,13.1,18,Male,English,2.302585093
14.59,14,34,Male,English,2.680336363
17.9,16,27,Male,English,2.884800713
19.73,15,68,Male,Other,2.98214032
9,17.5,26,Male,English,2.197224577
11.44,17,22,Male,Other,2.437115986
37.88,19,36,Male,English,3.634423268
6.75,10.8,17,Male,English,1.909542505
9.5,12.9,22,Female,English,2.251291799
19.5,19.4,53,Female,English,2.970414466
11.64,11,33,Male,English,2.454447442
23.52,12,32,Male,English,3.157851123
9.6,12,45,Female,English,2.261763098
15.42,12.5,39,Male,English,2.735665368
20.64,18.5,37,Female,English,3.027230941
14.84,12,45,Female,English,2.697326238
12.53,12,26,Male,English,2.528125769
15.5,11,64,Male,English,2.740840024
10.45,13,31,Female,English,2.346601978
15.16,17,32,Male,French,2.71866038
8.57,15,37,Male,English,2.148267733
10,12,50,Female,English,2.302585093
13.71,17,44,Female,Other,2.618125494
13.44,15,41,Male,English,2.598235335
9.5,12.4,44,Female,English,2.251291799
11.04,14,31,Male,English,2.401525041
7.75,16.5,30,Female,English,2.047692843
10,10.6,45,Female,English,2.302585093
8.74,12,31,Male,French,2.16791019
25.64,19.1,35,Male,English,3.244153632
10.48,14,27,Male,English,2.349468679
9.86,15.5,22,Female,English,2.288486169
20.28,20,31,Female,French,3.009635179
10,13.5,45,Female,English,2.302585093
11.71,16.4,25,Male,English,2.460443178
6.55,12.5,25,Female,English,1.87946505
15,12.5,31,Female,English,2.708050201
20.33,13,38,Male,English,3.012097628
26.65,17,47,Male,English,3.282789151
11.52,12.5,24,Female,English,2.444084655
7.5,12.5,34,Male,English,2.014903021
19.72,19.5,25,Male,French,2.981633349
12.05,10,40,Female,French,2.48906466
10.24,13,53,Female,English,2.32630162
11.6,12,49,Female,English,2.451005098
10.22,17.7,61,Female,English,2.324346585
19.23,20,54,Male,Other,2.95647156
9.74,13,35,Female,English,2.276241118
11.51,12,19,Male,English,2.443216223
6.8,13.5,48,Female,English,1.916922612
22.27,17.6,40,Male,English,3.103240481
17.07,12,32,Male,Other,2.837322537
17,9,52,Male,English,2.833213344
8.5,17.5,26,Male,English,2.140066163
12,12,47,Female,English,2.48490665
22.19,12,45,Male,English,3.099641737
6.7,10,16,Female,English,1.902107526
7.5,14,29,Female,English,2.014903021
17,13,33,Female,English,2.833213344
10.12,12,32,Female,English,2.314513664
14.5,13,37,Male,English,2.674148649
6.5,15,19,Female,English,1.871802177
40.96,17,54,Male,English,3.712595981
6.7,12.8,19,Female,English,1.902107526
11,10.5,57,Male,English,2.397895273
23.04,18.7,34,Female,Other,3.137231836
7.69,13,21,Male,English,2.039920784
10.88,13.8,25,Male,English,2.386926241
6.7,14,20,Female,English,1.902107526
12.77,12,36,Female,English,2.54709867
7,12,18,Female,English,1.945910149
6.5,19,24,Female,Other,1.871802177
13.41,18,29,Male,English,2.596000697
15.61,17.3,27,Male,English,2.747911735
14.26,10,58,Female,English,2.657458415
7.21,11,17,Male,English,1.975468951
14.11,10.5,31,Female,English,2.646883766
5.13,10,16,Female,English,1.635105659
10,14,59,Female,Other,2.302585093
6.7,8,53,Female,English,1.902107526
48.29,15.1,46,Male,English,3.8772245
28.53,17,36,Female,English,3.350956165
17,13,32,Male,English,2.833213344
6.65,15.5,20,Male,English,1.894616855
18.11,13,30,Female,English,2.896464272
19.12,14,46,Female,Other,2.950734908
13.58,12.8,40,Female,Other,2.608598122
6.75,13,51,Female,English,1.909542505
13.73,11.3,39,Female,English,2.61958322
6.35,9,16,Male,French,1.848454813
16.24,20,48,Male,Other,2.787477335
9,14.6,23,Male,English,2.197224577
19.8,16,51,Female,Other,2.985681938
10.69,10.5,41,Male,English,2.369308725
13.68,12.5,31,Male,English,2.615934912
32.35,12,41,Male,English,3.476614021
8,14,28,Female,English,2.079441542
24.96,20,37,Female,English,3.217274544
23.04,14.5,46,Male,Other,3.137231836
25.93,18,27,Female,French,3.2554006
19.2,13,57,Male,English,2.954910279
9.75,11,60,Male,English,2.277267285
8.79,4,45,Female,Other,2.173614712
17.03,16.1,40,Male,Other,2.834976495
32.52,18.8,42,Male,English,3.481855285
15.66,8,54,Male,Other,2.751109691
14.43,12,43,Female,English,2.669309373
25.26,13,56,Male,English,3.229222117
28.16,19.1,52,Female,English,3.337902531
15,15,35,Male,English,2.708050201
14.13,12.9,45,Female,English,2.648300197
11.94,11.6,45,Female,English,2.479894108
25.5,20,29,Male,French,3.238678452
6.7,13,19,Male,English,1.902107526
25,14.2,40,Female,English,3.218875825
28.8,13,48,Male,English,3.360375387
31.15,15,64,Male,English,3.438814245
14.94,8.3,48,Female,English,2.70404218
9.85,14.6,21,Female,English,2.287471455
17.4,10,31,Female,English,2.856470206
27.22,17,29,Male,French,3.303951997
22,16.1,40,Male,English,3.091042453
15.44,13.5,31,Female,English,2.736961545
17.28,15,32,Female,Other,2.849549763
23.04,12.5,55,Male,English,3.137231836
15.79,10,52,Male,English,2.759376828
10.71,14,21,Male,English,2.371177884
34.9,15,30,Female,English,3.552486829
14.08,14,51,Male,English,2.644755351
10,16,25,Male,Other,2.302585093
24.96,17,50,Female,English,3.217274544
15.26,12,44,Female,English,2.725235026
10.75,15,22,Male,Other,2.374905755
21.22,17,39,Female,English,3.054944133
9.97,15.5,27,Male,English,2.299580584
18.24,8,52,Male,English,2.903616985
8.75,13,47,Female,English,2.1690537
8,8,37,Female,English,2.079441542
14,13,37,Female,English,2.63905733
12.39,11,20,Female,English,2.516889696
17.5,4.1,48,Male,Other,2.862200881
12,13,25,Female,English,2.48490665
15.2,16.3,26,Female,English,2.721295428
27,16,59,Male,English,3.295836866
8,11,25,Male,English,2.079441542
6.35,12.6,18,Female,English,1.848454813
12.5,13.5,61,Male,Other,2.525728644
9.69,11,17,Female,English,2.271094426
23.59,15,36,Female,English,3.160822893
6.7,15,20,Female,English,1.902107526
6.25,12,53,Female,English,1.832581464
10.52,10,28,Male,English,2.353278207
31.6,14,31,Female,English,3.453157121
6.51,12.3,19,Male,English,1.873339456
9.83,16.5,26,Female,English,2.285438934
40.64,17,46,Male,English,3.704752803
14,10,37,Male,English,2.63905733
18.94,19,54,Male,English,2.941276088
7.8,15.5,23,Male,Other,2.054123734
21.16,18,30,Male,English,3.052112607
8,13,30,Female,English,2.079441542
10.75,10,19,Male,English,2.374905755
14.93,17,24,Female,English,2.703372612
40,19,42,Female,English,3.688879454
20.35,12.5,52,Female,Other,3.013080912
6,15,20,Female,English,1.791759469
13.61,12,36,Male,English,2.610804817
30.48,17,49,Male,English,3.417070731
17.76,18,44,Female,English,2.876948738
7.63,12.8,37,Male,English,2.032087845
12.03,15,26,Female,Other,2.48740353
13,12,48,Female,Other,2.564949357
13.79,13.5,24,Male,English,2.623943692
7,10.8,19,Male,English,1.945910149
12.29,12.5,23,Female,English,2.508785924
18.5,8,58,Male,English,2.917770732
29.44,17,48,Female,English,3.382354294
15.91,15,29,Female,English,2.766947842
7.22,16,23,Female,English,1.976854953
24.96,16,50,Male,English,3.217274544
14.84,13,60,Male,English,2.697326238
17.64,12.5,36,Male,English,2.870169051
6.51,16,43,Female,English,1.873339456
22.68,14,41,Male,Other,3.121483479
28.04,10.5,43,Male,English,3.333632062
7,12,25,Female,English,1.945910149
21.12,19,42,Female,English,3.050220459
15.84,17,25,Female,French,2.762538386
17.81,13,25,Female,Other,2.879760097
25.92,17,47,Male,English,3.255014871
7.61,14.5,30,Female,English,2.029463172
17.28,10,31,Female,English,2.849549763
10.17,12.5,36,Female,English,2.31944221
7,12,35,Female,French,1.945910149
31.2,17.3,52,Male,English,3.440418095
31.33,20,53,Male,English,3.444576105
22.53,12.5,28,Female,English,3.114847754
7.5,10,52,Female,English,2.014903021
14.26,10,41,Male,French,2.657458415
12,12,59,Female,English,2.48490665
19.2,17,44,Male,English,2.954910279
15,11.5,48,Female,English,2.708050201
22.23,8,57,Male,Other,3.101442728
30,12,61,Female,English,3.401197382
8.42,12.3,58,Female,English,2.130609828
20,10,34,Male,English,2.995732274
19.66,10,48,Male,English,2.978586115
7.9,12.4,23,Male,English,2.066862759
37.76,15,50,Male,English,3.631250341
33.12,20,53,Male,French,3.50013733
24,9,47,Female,English,3.17805383
11.52,15,35,Female,English,2.444084655
9.58,13.1,19,Male,English,2.259677592
10.45,14,28,Female,English,2.346601978
10,8,61,Male,Other,2.302585093
19,14,53,Female,English,2.944438979
16.2,16.1,48,Male,English,2.785011242
17.47,14,35,Male,English,2.860485124
7.1,12,28,Female,English,1.960094784
15.52,16,44,Female,English,2.742129515
30.22,11,53,Female,English,3.408503957
8.62,13,19,Female,English,2.154085085
39,17,47,Male,English,3.663561646
24.98,13,40,Male,English,3.218075505
6.75,12,33,Female,English,1.909542505
7.5,12,33,Male,English,2.014903021
10.35,15,43,Female,English,2.33698652
5.86,11,25,Female,English,1.768149604
10.92,12,26,Male,English,2.39059597
10.96,13,36,Female,English,2.394252282
13.01,9.5,30,Female,English,2.565718293
24,12.6,42,Male,English,3.17805383
16,16,26,Female,English,2.772588722
13.71,12,63,Female,English,2.618125494
6.25,11,17,Female,English,1.832581464
25.14,16.5,43,Male,English,3.224460203
21.33,13.4,34,Male,English,3.060114532
18.64,17,29,Male,English,2.925309809
23.55,13,48,Male,English,3.15912582
6.7,14.5,19,Male,English,1.902107526
13.83,13,33,Female,English,2.626840146
15,10,45,Male,English,2.708050201
10.56,12.5,39,Male,English,2.357073278
13.23,15,58,Male,English,2.582486978
16.96,6,54,Female,English,2.83085763
7,13,59,Female,English,1.945910149
20.94,16,28,Male,English,3.041661205
7.2,15,43,Female,English,1.974081026
12.75,13.4,31,Male,English,2.545531272
7.34,11.5,65,Female,English,1.993338843
22.4,12,28,Male,English,3.109060959
17.38,13,31,Male,English,2.85532012
12.77,12.9,31,Male,English,2.54709867
14.38,12,34,Male,English,2.665838352
26.88,17,42,Female,English,3.291382516
9,14,34,Female,English,2.197224577
7.03,12,18,Female,English,1.950186706
28.64,20,51,Female,English,3.354804342
8.72,9.9,32,Female,English,2.165619238
17.99,12,56,Male,English,2.889816048
10.4,11.9,20,Male,English,2.341805806
6.75,10.3,44,Female,English,1.909542505
17.92,12,48,Female,English,2.885917408
6.7,16,22,Female,English,1.902107526
13.68,12,28,Male,English,2.615934912
12.29,9,36,Female,English,2.508785924
12,14,21,Male,English,2.48490665
27.69,11,38,Male,Other,3.321071337
3,14,44,Female,English,1.098612289
6,12,18,Male,English,1.791759469
25,17,24,Female,English,3.218875825
11,9,42,Female,English,2.397895273
17.01,14,37,Female,English,2.833801406
6,11.8,19,Female,English,1.791759469
16,10.6,47,Female,English,2.772588722
11.51,13.2,36,Male,English,2.443216223
15.81,9.5,51,Male,Other,2.760642651
27.92,19,34,Female,English,3.329343278
30,10,51,Male,English,3.401197382
14.21,10.5,54,Female,French,2.653945942
27.14,12.8,35,Male,English,3.301008654
30.32,12.6,56,Male,English,3.411807561
27.84,12,45,Male,English,3.326473835
11.94,14.6,34,Female,English,2.479894108
12,15,26,Male,English,2.48490665
28.9,17,55,Male,English,3.363841595
16.5,12,42,Male,English,2.803360381
18.16,10.5,40,Female,English,2.899221373
7,11.3,18,Male,English,1.945910149
14,14,23,Male,English,2.63905733
16.8,10,52,Male,English,2.821378886
20,10.5,51,Male,English,2.995732274
12,15,36,Female,French,2.48490665
8.76,18,23,Male,English,2.170195905
8.2,13,57,Female,English,2.104134154
12.87,12.7,34,Female,French,2.554899022
4.89,12,40,Male,Other,1.587192303
15.56,13.4,48,Female,English,2.744703519
17.41,16,29,Female,English,2.857044754
9.72,12,51,Female,English,2.274185618
6.25,12,20,Female,English,1.832581464
19.46,12.4,35,Male,French,2.968361077
7,11,56,Female,English,1.945910149
21.14,14,53,Male,Other,3.05116698
23.77,9.5,65,Male,English,3.168424281
25,15,47,Male,Other,3.218875825
7,14,19,Female,English,1.945910149
15.33,20,29,Male,English,2.729811693
19.95,16,28,Male,English,2.993229143
12.75,11,42,Male,Other,2.545531272
25.15,16,42,Male,French,3.224857897
12.07,10.5,37,Male,English,2.490723035
9.13,15.6,19,Male,English,2.211565695
9.65,13,37,Female,Other,2.266957915
12,12,34,Male,English,2.48490665
6.5,10,16,Male,English,1.871802177
12,13,61,Female,English,2.48490665
8,10,30,Female,French,2.079441542
9.83,11.3,21,Female,English,2.285438934
7.5,0,35,Female,Other,2.014903021
14.37,1,58,Male,English,2.6651427
6.5,12.4,25,Male,English,1.871802177
19.68,10,40,Male,English,2.979602892
9.5,13.5,22,Female,English,2.251291799
6.67,16,23,Female,English,1.89761986
23.04,17,39,Male,English,3.137231836
16.8,14,37,Male,English,2.821378886
15.86,10,31,Female,English,2.763800216
28.8,8,54,Male,English,3.360375387
17.6,12.5,40,Male,English,2.867898902
10.19,12,27,Male,English,2.321406847
13.09,6,59,Male,Other,2.57184858
20.64,11,41,Male,English,3.027230941
12.92,15,35,Female,English,2.558776498
21.6,17.5,50,Male,French,3.072693315
26.4,10.5,49,Male,English,3.27336401
6.75,15.5,22,Female,English,1.909542505
12.76,12,31,Female,English,2.546315278
8.5,15,32,Female,English,2.140066163
16.9,10,53,Female,English,2.827313622
9.12,13,30,Male,English,2.210469804
7,13,40,Female,English,1.945910149
11.5,11,30,Female,English,2.442347035
17.98,17,34,Male,English,2.889260029
26.4,14,33,Male,English,3.27336401
10.3,10,42,Male,English,2.332143895
16.79,12.5,38,Male,English,2.820783471
13.28,12.5,54,Female,English,2.586259144
11,15,28,Female,English,2.397895273
6.7,14.1,26,Female,French,1.902107526
9.6,8.5,54,Female,English,2.261763098
12.8,12,27,Female,English,2.549445171
23.47,13,36,Male,English,3.15572301
11,10,41,Female,English,2.397895273
9.91,20,24,Female,English,2.293544348
7,11,17,Male,English,1.945910149
8.62,16,61,Female,English,2.154085085
17.98,9,49,Male,French,2.889260029
18,12,32,Male,Other,2.890371758
19.19,13,53,Female,French,2.95438931
25.6,12,44,Female,Other,3.242592351
28.8,18,42,Male,English,3.360375387
24.81,12,52,Male,Other,3.211246798
18.22,15.5,23,Female,English,2.902519892
38.4,19,45,Female,English,3.64805746
7,15,48,Female,English,1.945910149
17.26,12,28,Male,English,2.848391686
6.5,11,37,Female,English,1.871802177
9.5,11,20,Male,English,2.251291799
12,11,29,Male,English,2.48490665
11.91,13.4,30,Female,English,2.477378383
32.64,18,37,Male,English,3.48553853
25.44,16.1,46,Female,English,3.236322738
13.44,11.1,22,Female,English,2.598235335
13.75,9,16,Male,English,2.621038824
7.2,12,20,Male,English,1.974081026
26.88,20,36,Male,English,3.291382516
16.3,12,27,Male,English,2.791165108
7.06,13,40,Female,English,1.954445052
14.97,13,53,Male,English,2.706048198
20.5,16,52,Female,English,3.020424886
9.94,15.9,27,Female,English,2.296567021
7.2,14,28,Female,English,1.974081026
11.52,20,61,Male,English,2.444084655
16.32,11.5,38,Male,English,2.79239135
10.37,15,39,Male,English,2.338917022
14.35,14,49,Female,English,2.663749942
10.56,8,51,Female,Other,2.357073278
15.53,14,38,Male,English,2.742773637
9.58,11,17,Female,English,2.259677592
12.95,4,54,Male,English,2.561095788
8.5,12,27,Female,English,2.140066163
6.7,13,18,Male,English,1.902107526
11.07,14,42,Male,English,2.404238747
10.45,8,31,Male,English,2.346601978
13.99,14,24,Female,English,2.638342789
13.17,11,46,Female,French,2.577941516
17.28,10,52,Male,English,2.849549763
10.93,14,44,Male,English,2.391511302
3.84,12,44,Male,English,1.345472367
8.9,12,54,Male,English,2.186051277
6.85,12,18,Female,English,1.924248652
14.45,12.5,27,Male,English,2.670694415
14.89,12,35,Female,English,2.700689847
15.87,15.3,33,Male,Other,2.764430535
12.11,15,21,Male,English,2.494031558
26.85,16,37,Female,English,3.290265821
20.24,14.5,38,Male,English,3.007660844
11.75,12,21,Female,English,2.463853241
20.64,15.1,38,Male,English,3.027230941
11.2,16,39,Male,English,2.415913778
18,15,29,Male,Other,2.890371758
15.36,19.9,29,Male,English,2.731766728
12.29,12,33,Female,English,2.508785924
7.2,8,37,Female,French,1.974081026
6,11,18,Male,English,1.791759469
13.04,12.5,33,Female,English,2.568021556
14.85,10.5,30,Male,French,2.697999865
8.39,11,36,Female,English,2.12704052
24,18,36,Male,English,3.17805383
10.36,14.5,44,Female,English,2.337952237
18.21,10,46,Female,French,2.901970894
15.36,12.2,22,Male,English,2.731766728
17.62,12.5,33,Male,English,2.869034621
15.39,15,55,Female,English,2.733717948
17.92,17,28,Female,English,2.885917408
7,12.5,50,Female,Other,1.945910149
15,13.5,31,Male,English,2.708050201
8.98,14,31,Female,Other,2.194999882
6.85,14.1,21,Male,English,1.924248652
15.92,12.5,47,Male,English,2.76757618
23.04,17.5,41,Male,English,3.137231836
7,11,16,Male,English,1.945910149
10,19,26,Male,English,2.302585093
15.71,12,40,Male,English,2.754297452
8.98,13.5,22,Female,English,2.194999882
7.07,10.3,18,Female,English,1.95586048
12,17,23,Male,English,2.48490665
10,10.5,36,Male,English,2.302585093
30.72,17.5,45,Male,English,3.424913908
11.19,11,21,Male,English,2.415020522
14.4,13.1,25,Male,English,2.667228207
18.24,13,33,Male,English,2.903616985
10.95,10,25,Female,Other,2.393339456
16.05,10.5,26,Male,English,2.77570885
14.86,8,61,Female,Other,2.698673039
30.72,14,37,Female,Other,3.424913908
18.24,13,41,Female,Other,2.903616985
7,12,19,Female,English,1.945910149
13.3,13,30,Male,Other,2.587764035
30,12,63,Male,English,3.401197382
9,12,36,Female,English,2.197224577
19.76,15.5,20,Female,English,2.983659692
14.39,12,41,Female,Other,2.666533521
6,9.5,60,Female,English,1.791759469
18.72,17.2,48,Male,English,2.929592471
17,12.9,30,Male,English,2.833213344
17.91,12,24,Male,English,2.885359216
19.92,13.3,30,Male,English,2.991724252
15.36,13,34,Female,English,2.731766728
7.91,12.2,31,Female,English,2.068127782
7.92,16,28,Male,English,2.069391206
15.36,14.5,40,Female,English,2.731766728
8.12,0,53,Female,Other,2.094330154
24,14.2,48,Female,English,3.17805383
15.17,20,43,Female,English,2.719319793
13.59,14,25,Male,English,2.609334228
9.9,13,50,Female,English,2.292534757
9.81,12.5,24,Male,French,2.283402274
21.82,12.5,38,Male,English,3.08282698
24.96,17,31,Female,English,3.217274544
6.77,10.5,46,Female,English,1.912501087
18.92,13,53,Male,English,2.940219564
27.66,14.5,40,Male,English,3.319987326
10.46,15.5,25,Female,English,2.347558459
17.91,14,37,Female,English,2.885359216
21.6,17,51,Female,English,3.072693315
6.75,12.5,40,Female,English,1.909542505
13.6,11,31,Male,English,2.610069793
6,15,22,Male,English,1.791759469
36,11,49,Male,English,3.583518938
17.41,13,36,Female,English,2.857044754
11.17,15,31,Male,English,2.413231613
7.3,11,18,Male,English,1.987874348
12.78,15,34,Female,English,2.547881449
7,12,32,Male,English,1.945910149
28.56,20,36,Female,English,3.352007137
9.5,12,59,Female,English,2.251291799
6.9,12,20,Male,English,1.931521412
12.84,11,17,Female,English,2.552565298
16.8,11,50,Male,English,2.821378886
10.2,10.5,47,Female,English,2.32238772
16.58,12,41,Male,English,2.80819715
12.55,8,60,Male,English,2.529720666
4.98,15,21,Female,English,1.605429891
14.97,16.6,27,Male,English,2.706048198
3.43,12.6,31,Male,French,1.232560261
4.2,2,16,Female,English,1.435084525
18.57,12,36,Male,English,2.921547375
21.6,10,35,Male,English,3.072693315
17.4,15,33,Male,English,2.856470206
21.84,20,29,Male,English,3.083743151
18.03,15.1,38,Male,English,2.892037037
12.46,12,36,Male,English,2.522523513
16.1,12.5,36,Female,English,2.778819272
21.18,17,39,Female,English,3.05305734
38.4,12,39,Male,English,3.64805746
12.22,11,26,Male,English,2.503073954
9.72,15,28,Male,English,2.274185618
21.57,11,34,Male,English,3.07130346
14.81,14,36,Female,English,2.695302628
6.81,13,18,Male,English,1.91839212
17.67,12,43,Male,English,2.871868286
32.6,20,38,Male,English,3.484312288
12.8,11.5,46,Female,English,2.549445171
8.26,11.2,18,Male,English,2.111424588
16.46,12,32,Female,Other,2.800933195
28.54,17,26,Male,English,3.351306612
7,18.3,25,Female,English,1.945910149
29.54,11.5,47,Female,English,3.385745277
12.07,17,25,Male,English,2.490723035
15.67,12.5,43,Female,English,2.751748056
8,11,22,Female,English,2.079441542
7.25,9.5,45,Female,English,1.981001469
6.7,16,66,Male,English,1.902107526
11.93,12.5,30,Female,English,2.479056236
6.45,12,17,Male,English,1.864080131
32.47,17,40,Male,English,3.480316586
8,15,59,Female,English,2.079441542
7,12,57,Female,English,1.945910149
32.16,17,40,Female,English,3.470723444
19.4,17,37,Male,English,2.965273066
8.9,9,32,Male,French,2.186051277
7,14,20,Female,English,1.945910149
9.5,13,27,Male,Other,2.251291799
10.14,17.6,24,Male,Other,2.316487998
8.5,12,34,Female,English,2.140066163
7.5,6,51,Female,Other,2.014903021
8.37,17,23,Female,English,2.124653885
15.06,11,42,Male,French,2.712042222
5.58,10,33,Male,English,1.719188776
14.6,11,54,Female,English,2.681021529
10,11,64,Female,English,2.302585093
7.11,14.6,21,Female,English,1.961502244
12.8,13,41,Male,English,2.549445171
6.99,13,48,Female,English,1.944480556
13.04,18,36,Female,English,2.568021556
8.57,13,18,Female,English,2.148267733
18.21,16,57,Female,English,2.901970894
14.33,11,39,Female,English,2.662355242
6.47,15.5,22,Female,French,1.867176109
11.5,13,24,Male,Other,2.442347035
17.35,11.5,32,Female,English,2.853592506
14.85,8,55,Female,English,2.697999865
22.56,17,32,Male,English,3.116178427
6.84,14,19,Female,English,1.922787732
9.43,14,58,Male,English,2.243896097
14.44,17.2,38,Female,English,2.670002133
15.33,13.6,25,Male,English,2.729811693
12.64,10,34,Female,Other,2.536866389
12.8,20,45,Male,English,2.549445171
12.48,11,39,Female,English,2.524127363
10.81,14,20,Male,English,2.380471632
30.72,15,42,Male,English,3.424913908
17.5,11,16,Male,English,2.862200881
10,12,49,Female,English,2.302585093
21.39,20,35,Female,English,3.062923523
20.4,20,25,Male,Other,3.015534901
15.5,14,26,Male,English,2.740840024
19.68,16,42,Male,Other,2.979602892
12.1,10,32,Male,English,2.493205453
15,13.5,39,Female,English,2.708050201
8,12,24,Male,English,2.079441542
10.46,17,31,Male,Other,2.347558459
26.18,20,48,Female,English,3.26499576
11.76,17.6,32,Female,English,2.464703942
18.99,13,62,Male,Other,2.943912525
8,15,38,Female,English,2.079441542
7,12,18,Female,English,1.945910149
23.33,12,39,Female,French,3.149740086
12,14,45,Male,English,2.48490665
24.44,13,37,Male,English,3.196221134
28.8,14,53,Male,English,3.360375387
7,3,17,Female,English,1.945910149
8,6,25,Male,Other,2.079441542
23.87,12.5,51,Male,English,3.17262244
12.8,12.1,48,Female,English,2.549445171
20.16,20,25,Male,Other,3.003700443
13.31,12,39,Female,English,2.588515632
8.55,8,54,Male,English,2.145931283
26.4,12,48,Male,English,3.27336401
18.24,8,58,Male,Other,2.903616985
6.25,11,17,Female,English,1.832581464
31,16,43,Female,English,3.433987204
9,16.5,25,Male,English,2.197224577
17.4,13.6,49,Female,Other,2.856470206
9.6,10,25,Male,Other,2.261763098
6.76,11,55,Female,Other,1.91102289
32.64,15,38,Female,English,3.48553853
24.32,20,35,Male,English,3.191299057
38.4,10.5,39,Male,English,3.64805746
40.32,18,49,Male,English,3.696847624
7.5,14.6,23,Male,English,2.014903021
4.95,14,31,Male,English,1.599387577
19.76,14,32,Female,English,2.983659692
8,10,28,Female,English,2.079441542
6.85,10,42,Female,English,1.924248652
18.25,20,34,Female,English,2.90416508
38.4,17,36,Male,English,3.64805746
32.64,17,30,Male,English,3.48553853
19.2,16,45,Female,Other,2.954910279
15.73,18,39,Male,French,2.755569717
9.01,13,46,Male,English,2.198335072
17,10,41,Male,English,2.833213344
24.48,18,53,Male,English,3.197856458
8,13.5,37,Female,Other,2.079441542
28.8,14.5,51,Male,Other,3.360375387
23.91,12,26,Male,English,3.174296781
21.6,10,42,Male,English,3.072693315
17.16,15,41,Male,English,2.842581094
11.25,16.3,30,Male,English,2.420368129
6.75,15,45,Female,English,1.909542505
13.67,12,30,Male,English,2.615203651
19.08,16,33,Male,Other,2.948640666
16.9,12.1,43,Male,English,2.827313622
20.21,15,33,Male,Other,3.006177531
9.95,12,55,Female,English,2.297572551
7,17.6,25,Female,English,1.945910149
27.56,14,40,Female,English,3.316365446
15.84,14,32,Female,Other,2.762538386
20.68,12.5,38,Female,English,3.02916705
19.7,12,23,Female,Other,2.980618636
10.09,12.1,35,Female,English,2.311544834
17.52,12.5,40,Male,English,2.863343086
17.22,15,28,Male,English,2.846071499
13.5,10.2,30,Male,Other,2.602689685
14.15,11.5,53,Female,English,2.649714624
18,15,41,Female,English,2.890371758
25.95,11,55,Male,English,3.25617161
13,12,26,Male,English,2.564949357
24,17,38,Female,English,3.17805383
6,11,16,Female,English,1.791759469
32.4,16,31,Male,English,3.478158423
7,11.5,66,Female,English,1.945910149
17,11,33,Male,English,2.833213344
18.46,12,50,Male,English,2.915606229
10.63,12,31,Female,English,2.363680192
18.24,8,51,Male,French,2.903616985
7.79,13.1,18,Female,English,2.05284086
35.96,20,48,Male,English,3.58240721
16.67,8,51,Male,Other,2.813610697
16.26,14.4,32,Female,English,2.788708104
10,14,29,Female,English,2.302585093
11.06,10,29,Male,English,2.403334996
15,6,53,Male,Other,2.708050201
7.88,14,23,Female,English,2.064327904
49.44,20,55,Male,English,3.900759813
7,16.3,31,Female,English,1.945910149
17.28,12,61,Male,English,2.849549763
27.44,16,33,Male,English,3.312001803
10.28,13.5,29,Female,English,2.33020026
11,11,38,Male,English,2.397895273
9.12,12,57,Female,English,2.210469804
14.93,15.6,22,Male,English,2.703372612
4.72,11,18,Male,English,1.5518088
12.5,10,35,Male,English,2.525728644
10.26,10,57,Female,French,2.32825284
17.6,13.2,41,Female,English,2.867898902
16,10.8,26,Male,English,2.772588722
35.84,20,49,Female,Other,3.579064588
8.51,10,59,Female,English,2.141241943
19.2,11.5,57,Male,Other,2.954910279
16,14,49,Male,English,2.772588722
15.75,15,31,Male,English,2.756840365
37.6,16,43,Female,French,3.62700405
22,12.5,46,Male,English,3.091042453
10.24,12,51,Female,English,2.32630162
8.32,13,42,Male,English,2.118662255
26.58,13,35,Male,English,3.280159053
12.84,9.5,20,Female,English,2.552565298
10.61,12,39,Female,English,2.361796953
18,11,47,Male,English,2.890371758
18.56,18,53,Female,English,2.921008727
12.8,11,64,Female,English,2.549445171
13.44,12,24,Male,English,2.598235335
6.95,12.5,32,Male,English,1.93874166
7.18,13.2,24,Male,English,1.971299383
30.24,19,40,Female,English,3.409165551
18,20,42,Male,Other,2.890371758
3.24,14,23,Male,English,1.17557333
13.71,11.5,33,Female,English,2.618125494
7.84,12.4,19,Female,English,2.059238834
21.6,11,33,Male,English,3.072693315
8.78,12.5,35,Male,English,2.172476408
18.24,12,31,Male,English,2.903616985
31.99,16,34,Male,French,3.465423354
9,9,60,Male,English,2.197224577
23.81,17,45,Male,English,3.17010566
12.19,12.7,24,Female,English,2.500615943
26.4,12.5,37,Male,English,3.27336401
10.97,12.5,46,Female,English,2.395164274
17.5,12,33,Male,English,2.862200881
31.04,14,47,Male,English,3.435276695
6.7,14,19,Male,Other,1.902107526
10.78,12.5,40,Female,English,2.377692565
7.68,12,34,Female,English,2.038619547
15.22,13.5,32,Male,English,2.722610352
44.95,17,46,Male,English,3.805550761
8.74,14.1,18,Female,English,2.16791019
6.51,12,18,Female,English,1.873339456
13.5,10.5,38,Male,English,2.602689685
20,14,37,Male,English,2.995732274
8.6,18.5,26,Female,English,2.151762203
31.49,16,45,Male,English,3.449670035
20,14,36,Male,Other,2.995732274
18.64,10.5,43,Male,English,2.925309809
15,12,51,Male,English,2.708050201
21.6,7.5,63,Male,English,3.072693315
